Date,Price,Open,High,Low,Vol.,Change
03/28/2018,237.8,239,239,237.8,3.15K,-0.25%
03/27/2018,238.4,239,239,238.4,5.00K,-0.25%
03/26/2018,239,239,239,238.4,0.58K,0.08%
03/23/2018,238.8,240.2,240.2,238.8,4.35K,-0.83%
03/22/2018,240.8,240,241.6,240,4.74K,0.42%
03/21/2018,239.8,240,240,239.8,32.74K,-0.08%
03/20/2018,240,242,242,240,28.95K,-0.41%
03/19/2018,241,244,244,240,7.90K,-1.55%
03/16/2018,244.8,245,247,244,3.61K,-0.08%
03/15/2018,245,247,248,244,35.25K,-0.81%
03/14/2018,247,248.6,248.6,246,12.11K,-0.48%
03/13/2018,248.2,247.8,248.6,247.8,20.23K,0.16%
03/12/2018,247.8,248,248.8,247.6,65.98K,-0.40%
03/09/2018,248.8,247,249,247,25.88K,0.00%
03/08/2018,248.8,249.2,249.8,248.6,20.87K,0.00%
03/07/2018,248.8,248,250,247.8,23.97K,0.32%
03/06/2018,248,248,249,248,19.02K,0.00%
03/05/2018,248,248.8,248.8,247,5.57K,0.81%
03/02/2018,246,245,248.6,245,11.45K,0.41%
03/01/2018,245,244.8,248.8,240,219.95K,0.00%
02/28/2018,245,244.4,245.4,244.4,3.73K,0.41%
02/27/2018,244,248,248,244,2.09K,-1.93%
02/26/2018,248.8,259.8,259.8,240,44.64K,5.33%
02/23/2018,236.2,236,240,236,30.74K,-0.84%
02/22/2018,238.2,239,240,238.2,29.84K,-0.58%
02/21/2018,239.6,237,240,237,14.28K,1.10%
02/20/2018,237,236.2,239.8,236.2,0.50K,-1.25%
02/19/2018,240,239.8,240,239.8,0.61K,0.08%
02/15/2018,239.8,237,239.8,236.2,1.92K,1.18%
02/14/2018,237,239.6,239.6,235,1.78K,-1.09%
02/13/2018,239.6,239.8,239.8,238.6,1.30K,-0.08%
02/12/2018,239.8,240,240,239.8,0.63K,0.00%
02/09/2018,239.8,240,240,238,29.04K,0.76%
02/08/2018,238,240,240,238,1.15K,0.00%
02/07/2018,238,238,238,237.4,8.94K,0.00%
02/06/2018,238,243,243,238,8.87K,-0.17%
02/05/2018,238.4,240,241,238,4.32K,-1.59%
02/02/2018,242.24,242.83,243.22,241.45,33.17K,0.24%
02/01/2018,241.65,241.65,243.22,241.65,16.31K,0.00%
01/31/2018,241.65,241.45,242.83,241.45,1.51K,-0.24%
01/30/2018,242.24,243.22,243.81,242.24,8.17K,-0.40%
01/29/2018,243.22,241.25,243.22,241.25,1.54K,0.82%
01/26/2018,241.25,237.71,243.22,237.71,4.07K,1.66%
01/25/2018,237.32,234.95,239.29,234.76,13.33K,2.12%
01/24/2018,232.39,237.32,237.32,232.39,2.64K,-2.08%
01/23/2018,237.32,237.32,237.32,233.38,16.86K,-1.53%
01/22/2018,241,240,242,240,6.14K,0.00%
01/19/2018,241,240,242,236.2,11.15K,0.42%
01/18/2018,240,240,241,240,0.62K,-0.41%
01/17/2018,241,242.2,242.2,241,7.68K,-0.41%
01/16/2018,242,243,243,242,2.58K,-0.41%
01/15/2018,243,240,243,240,1.59K,1.25%
01/12/2018,240,242,242,240,5.47K,0.84%
01/11/2018,238,238.8,239,238,0.59K,-0.42%
01/10/2018,239,239,239,239,0.59K,-0.08%
01/09/2018,239.2,239.8,240,239.2,50.73K,0.93%
01/08/2018,237,237,239.8,237,0.66K,-1.25%
01/05/2018,240,240,240,237,2.20K,0.00%
01/04/2018,240,237,240,237,6.05K,1.27%
01/03/2018,237,244,244,237,94.95K,-1.25%
12/29/2017,240,233,240,233,243.92K,2.56%
12/28/2017,234,234,235,233,23.96K,-0.43%
12/27/2017,235,234,235,234,2.00K,0.00%
12/22/2017,235,234.8,235,233.2,5.39K,0.00%
12/21/2017,235,235,235,235,0.17K,0.77%
12/20/2017,233.2,234,235,233,0.83K,-1.19%
12/19/2017,236,235,236,235,1.31K,0.43%
12/18/2017,235,239,239,235,0.96K,-1.18%
12/15/2017,237.8,236,237.8,236,5.14K,1.19%
12/14/2017,235,237,237,235,13.74K,-0.42%
12/13/2017,236,237,237,235,2.24K,-0.84%
12/12/2017,238,238,238,237,105.82K,-0.75%
12/11/2017,239.8,239.8,239.8,239.8,0.09K,0.00%
12/08/2017,239.8,235,240,235,6.05K,0.00%
12/07/2017,239.8,239.8,239.8,235,1.09K,2.04%
12/06/2017,235,236,236,235,4.54K,-2.00%
12/05/2017,239.8,236,239.8,236,0.08K,1.18%
12/04/2017,237,237,237,237,0.33K,-1.25%
12/01/2017,240,238,240,238,2.81K,0.00%
11/29/2017,240,240,240,240,1.64K,-0.41%
11/28/2017,241,240,241,240,0.83K,0.42%
11/27/2017,240,238,240.4,238,1.95K,0.84%
11/24/2017,238,240.2,243.2,238,1.36K,-0.92%
11/23/2017,240.2,240,243.2,240,2.97K,-0.74%
11/22/2017,242,243,243,239,1.09K,-0.41%
11/21/2017,243,243.4,243.4,240,1.48K,-0.16%
11/20/2017,243.4,243,244.6,243,1.81K,0.16%
11/17/2017,243,244.8,244.8,240,0.86K,-0.65%
11/16/2017,244.6,244.6,244.6,243.8,0.11K,1.92%
11/15/2017,240,244.2,244.2,240,0.67K,-1.72%
11/14/2017,244.2,243.4,244.2,243,0.43K,0.49%
11/13/2017,243,244.8,244.8,243,0.27K,-0.74%
11/10/2017,244.8,245,245,240,0.28K,1.58%
11/09/2017,241,245,245,241,0.40K,-0.41%
11/08/2017,242,240,244,240,1.59K,-0.82%
11/07/2017,244,240,244,240,1.36K,1.67%
11/06/2017,240,240,240,240,0.50K,-0.41%
11/03/2017,241,240,244.2,240,0.21K,-1.39%
11/02/2017,244.4,239.2,244.4,239.2,0.06K,-0.08%
10/30/2017,244.6,242.6,245.2,242.2,5.39K,1.07%
10/27/2017,242,240,242,240,3.98K,0.50%
10/26/2017,240.8,241.4,241.4,240.8,3.01K,-0.33%
10/25/2017,241.6,239.4,241.6,239.4,6.77K,1.00%
10/24/2017,239.2,239.8,239.8,235,2.68K,-0.25%
10/23/2017,239.8,238,239.8,238,0.28K,0.76%
10/20/2017,238,240,240,238,0.76K,-0.83%
10/19/2017,240,240,240,238.2,0.51K,0.00%
10/18/2017,240,240,240,239,0.69K,0.00%
10/17/2017,240,240,240,238.8,0.83K,0.00%
10/13/2017,240,240,240,238.8,0.18K,0.00%
10/12/2017,240,239,240,239,0.09K,0.00%
10/11/2017,240,240,240,239,0.31K,0.00%
10/10/2017,240,240.2,241,240,2.53K,-0.41%
10/09/2017,241,240,241,240,1.32K,0.42%
10/06/2017,240,240,240,239,4.18K,0.59%
10/05/2017,238.6,237.8,238.6,237.6,1.05K,0.25%
10/04/2017,238,238,238,237.6,3.96K,0.00%
10/03/2017,238,240,240,238,1.26K,-0.83%
10/02/2017,240,240.6,240.6,240,0.40K,0.00%
09/29/2017,240,239,240,236.6,12.34K,0.00%
09/28/2017,240,240.6,240.6,239,0.59K,0.00%
09/27/2017,240,240,240.4,240,5.91K,-0.33%
09/26/2017,240.8,241,241,240,4.52K,-0.08%
09/25/2017,241,241,241,240,3.03K,0.00%
09/22/2017,241,238,241,237.6,0.60K,1.09%
09/21/2017,238.4,239,240,238.4,10.09K,0.17%
09/20/2017,238,237.6,238,237.6,5.17K,0.17%
09/19/2017,237.6,237.6,238,237.6,10.46K,0.00%
09/18/2017,237.6,237.6,237.6,237.2,1.46K,0.00%
09/15/2017,237.6,237.6,237.6,237.6,2.09K,0.00%
09/14/2017,237.6,236,241.6,236,0.03K,0.68%
09/13/2017,236,240,240,236,97.55K,0.00%
09/11/2017,236,236.6,238,236,60.74K,-0.25%
09/08/2017,236.6,236.2,239,235.8,50.43K,-0.59%
09/07/2017,238,238.8,239,236,60.40K,-0.34%
09/06/2017,238.8,238.6,238.8,238.6,0.09K,0.08%
09/05/2017,238.6,237,238.8,235.6,0.93K,0.25%
09/04/2017,238,238,238,236,1.40K,0.00%
08/31/2017,238,238.8,238.8,238,240.51K,-0.42%
08/30/2017,239,237,239,237,0.09K,0.84%
08/29/2017,237,237.2,237.2,237,2.36K,-1.25%
08/25/2017,240,240,240,240,0.03K,0.00%
08/24/2017,240,240.6,240.6,236.2,0.57K,0.00%
08/23/2017,240,237,240,236,0.42K,1.27%
08/22/2017,237,239,240,237,4.89K,-0.84%
08/18/2017,239,241,241,239,0.03K,-0.99%
08/17/2017,241.4,241.6,241.6,241.4,0.08K,-0.17%
08/16/2017,241.8,238.4,241.8,238.2,0.13K,1.60%
08/15/2017,238,241.8,241.8,238,1.08K,-1.57%
08/14/2017,241.8,241,241.8,241,1.72K,0.75%
08/11/2017,240,240,241,238,10.82K,-0.33%
08/10/2017,240.8,240.6,241,240,10.45K,0.33%
08/09/2017,240,241,241,239.8,0.37K,-0.41%
08/08/2017,241,239.8,241,239.8,0.58K,0.50%
08/07/2017,239.8,240.8,240.8,239.8,0.38K,-0.50%
08/04/2017,241,240,241,240,1.46K,0.00%
08/03/2017,241,240,241,240,4.21K,0.00%
08/02/2017,241,237.8,241,237.8,1.37K,0.84%
08/01/2017,239,241,241,237.6,0.58K,-0.42%
07/31/2017,240,242,242,237.8,134.97K,0.08%
07/28/2017,239.8,242,242,239.8,2.42K,-0.75%
07/27/2017,241.6,240,242,240,0.35K,-0.17%
07/26/2017,242,240,242,240,3.05K,0.83%
07/25/2017,240,242,242,240,2.51K,-1.15%
07/24/2017,242.8,244.8,244.8,242.8,1.11K,-0.82%
07/21/2017,244.8,244,245,243.6,0.23K,0.25%
07/20/2017,244.2,247.8,247.8,244.2,3.45K,-0.33%
07/19/2017,245,245.2,248,245,1.84K,-0.81%
07/18/2017,247,245,247,244.4,0.49K,-0.40%
07/17/2017,248,246,248,245,1.93K,0.98%
07/14/2017,245.6,246,249,245.6,1.64K,-1.37%
07/13/2017,249,245,249,245,0.44K,1.63%
07/12/2017,245,249,249,245,0.73K,-1.61%
07/11/2017,249,250,251,249,0.90K,0.00%
07/10/2017,249,252,252,245,4.32K,-1.58%
07/07/2017,253,252,253.8,250,0.77K,0.40%
07/06/2017,252,253,255,247,6.55K,-0.79%
07/05/2017,254,253.2,259,253.2,1.44K,0.79%
07/04/2017,252,245,252,245,10.54K,3.19%
07/03/2017,244.2,243.6,244.8,243.6,2.88K,0.25%
06/30/2017,243.6,243.6,243.6,240,3.53K,1.33%
06/29/2017,240.4,242.8,243.8,240.2,1.34K,0.17%
06/28/2017,240,240,243.8,240,4.96K,-1.40%
06/27/2017,243.4,243,243.6,243,1.47K,0.00%
06/23/2017,243.4,243.6,243.6,240,0.21K,-0.08%
06/22/2017,243.6,243.8,244,240,1.92K,0.00%
06/21/2017,243.6,243,243.8,243,1.45K,0.00%
06/20/2017,243.6,238,243.8,238,16.53K,2.35%
06/19/2017,238,240,240,238,2.38K,0.00%
06/16/2017,238,239,240,238,0.90K,-0.34%
06/15/2017,238.8,239,239,237.6,3.74K,-0.08%
06/14/2017,239,239,239,239,0.61K,0.00%
06/13/2017,239,238.2,239,238.2,0.13K,0.25%
06/09/2017,238.4,238.8,238.8,238.2,0.14K,0.00%
06/08/2017,238.4,239,239,238.4,0.27K,-0.25%
06/07/2017,239,238.6,239,238.6,0.63K,0.00%
06/06/2017,239,239.8,239.8,237.8,1.93K,-0.33%
06/05/2017,239.8,240,240,239.8,0.87K,0.00%
06/02/2017,239.8,241,241,239.8,0.16K,-0.50%
06/01/2017,241,238,241,238,0.24K,0.00%
05/31/2017,241,238.6,242,238.6,0.22K,0.42%
05/30/2017,240,238.8,241,238.8,0.75K,0.50%
05/29/2017,238.8,238.8,240,238.4,2.65K,-1.32%
05/26/2017,242,238.8,242,238.8,0.51K,1.17%
05/25/2017,239.2,238,241,238,0.07K,-0.75%
05/24/2017,241,238,241,237,1.63K,1.18%
05/23/2017,238.2,239,239,238,2.53K,-0.75%
05/22/2017,240,240,240,240,0.30K,-0.83%
05/19/2017,242,243,243,241,2.40K,-0.41%
05/18/2017,243,240,243,238.2,0.20K,2.02%
05/17/2017,238.2,241,241,238.2,0.27K,-1.98%
05/16/2017,243,243,243,242.6,0.38K,0.00%
05/15/2017,243,240.4,243,240,0.10K,1.67%
05/12/2017,239,239,239,239,0.13K,0.34%
05/10/2017,238.2,240,242,238.2,4.25K,-1.00%
05/09/2017,240.6,242,243.6,240.6,2.06K,0.25%
05/08/2017,240,243,243,240,16.29K,-0.83%
05/05/2017,242,243.6,243.6,240,1.32K,-0.58%
05/04/2017,243.4,240,243.6,240,2.60K,0.58%
05/03/2017,242,240,242,240,5.36K,0.83%
05/02/2017,240,239.2,242,239.2,19.44K,0.00%
04/27/2017,240,241.8,241.8,239.6,106.28K,0.33%
04/26/2017,239.2,242.4,242.4,239.2,0.10K,-0.08%
04/25/2017,239.4,242,242,239.4,7.13K,-1.07%
04/24/2017,242,242,242,239,1.43K,0.83%
04/21/2017,240,240,242.8,237,8.69K,0.00%
04/20/2017,240,240,240,238.6,0.16K,0.00%
04/19/2017,240,240,240,240,2.35K,0.00%
04/18/2017,240,243,243,239,30.69K,0.00%
04/17/2017,240,241,241,240,0.39K,0.00%
04/12/2017,240,242.6,242.8,239,0.82K,-0.83%
04/11/2017,242,239,242,239,25.41K,1.26%
04/10/2017,239,242,242,238,3.27K,-1.40%
04/07/2017,242.4,242.6,242.6,242.4,0.50K,0.00%
04/06/2017,242.4,242.6,242.6,240,1.63K,0.50%
04/05/2017,241.2,240,241.8,240,1.48K,-0.08%
04/04/2017,241.4,239,242,239,0.12K,-0.08%
04/03/2017,241.6,241.6,241.6,241.6,0.01K,1.00%
03/31/2017,239.2,239,240,239,7.15K,-0.25%
03/30/2017,239.8,239.8,242.4,239.8,9.88K,0.00%
03/29/2017,239.8,238,240.8,238,0.92K,-0.08%
03/28/2017,240,240,240,235,1.98K,-0.82%
03/27/2017,241.98,240.79,241.98,240.79,2.28K,0.49%
03/24/2017,240.79,239.01,242.38,239.01,0.55K,1.25%
03/23/2017,237.82,239.8,239.8,237.82,0.12K,-1.23%
03/22/2017,240.79,241.38,241.38,240.79,0.92K,-0.24%
03/21/2017,241.38,239.8,241.78,238.81,2.20K,0.74%
03/20/2017,239.6,239.6,239.6,235.84,0.44K,0.75%
03/17/2017,237.82,239.8,239.8,237.82,0.06K,-0.91%
03/16/2017,240,240,240,240,1.04K,-0.08%
03/15/2017,240.2,240.2,242,240.2,0.53K,0.00%
03/14/2017,240.2,240,242,240,5.74K,0.08%
03/13/2017,240,240,240,238,0.37K,0.00%
03/10/2017,240,238.2,240,238,2.15K,0.84%
03/09/2017,238,238,240,238,0.91K,0.00%
03/08/2017,238,240,240,238,0.13K,-0.83%
03/07/2017,240,240,242,238,1.93K,0.00%
03/06/2017,240,239,240.4,239,5.02K,0.42%
03/03/2017,239,240,240,238.6,2.82K,-0.42%
03/02/2017,240,241,242,239,1.20K,-0.83%
03/01/2017,242,242,242,242,0.01K,0.00%
02/28/2017,242,242,242,242,0.12K,0.00%
02/27/2017,242,239.2,242,239,5.86K,1.26%
02/24/2017,239,242,243,239,1.06K,-1.24%
02/23/2017,242,243.4,244,242,0.35K,-0.66%
02/22/2017,243.6,243.8,244,240,1.58K,0.25%
02/21/2017,243,243,243,243,0.53K,1.25%
02/20/2017,240,240,240,240,0.45K,0.00%
02/17/2017,240,240,240,240,0.11K,-0.08%
02/16/2017,240.2,239,244,233,11.80K,0.08%
02/15/2017,240,240,242,240,2.68K,0.00%
02/14/2017,240,238,240,238,7.71K,1.27%
02/13/2017,237,237,239,237,5.92K,-0.84%
02/10/2017,239,239,239,239,0.08K,0.00%
02/09/2017,239,239,239,239,0.09K,0.00%
02/08/2017,239,239,239,239,0.50K,0.00%
02/07/2017,239,239,239,235,19.04K,0.17%
02/06/2017,238.6,239,239,238.6,0.39K,1.10%
02/03/2017,236,236,236.2,236,0.26K,0.00%
02/02/2017,236,240,240,236,0.65K,-1.67%
02/01/2017,240,237,240,237,0.26K,0.42%
01/31/2017,239,240,240,238,1.93K,0.42%
01/30/2017,238,240,240,238,0.62K,-0.83%
01/27/2017,240,240,240,240,0.13K,0.00%
01/26/2017,240,239.8,240,239.8,1.28K,0.00%
01/25/2017,240,240,240,240,0.49K,0.00%
01/24/2017,240,239,240,239,1.28K,0.00%
01/23/2017,240,240,240,240,1.32K,0.42%
01/20/2017,239,242,242,239,1.44K,-0.42%
01/19/2017,240,239,243,239,2.68K,0.08%
01/18/2017,239.8,240,240,239,0.85K,0.76%
01/17/2017,238,230,239,230,3.68K,4.39%
01/16/2017,228,230,236,228,13.62K,-0.87%
01/13/2017,230,238.2,238.2,230,31.39K,-3.36%
01/12/2017,238,240,243,237.8,19.95K,-0.83%
01/11/2017,240,245,245,239,4.55K,0.00%
01/10/2017,240,249,250,240,7.87K,-2.04%
01/09/2017,245,248,249,245,3.12K,0.00%
01/06/2017,245,245,245.4,244,10.66K,2.51%
01/05/2017,239,239,239,238,6.95K,0.00%
01/04/2017,239,239.2,244,238.6,42.93K,0.00%
01/03/2017,239,245,245,239,0.19K,0.25%
12/29/2016,238.4,239.2,239.8,238,15.68K,-0.58%
12/28/2016,239.8,244,244,239.8,62.40K,-1.72%
12/27/2016,244,245,245,243,1.47K,-1.61%
12/23/2016,248,247,248,247,0.15K,3.33%
12/22/2016,240,239,240,238.2,6.25K,0.42%
12/21/2016,239,239,240,238.8,2.78K,-0.42%
12/20/2016,240,240,240,236.2,5.16K,0.00%
12/19/2016,240,253,253,240,6.71K,-5.14%
12/16/2016,253,253,253,253,0.19K,-0.39%
12/15/2016,254,252,254,252,0.04K,0.79%
12/14/2016,252,252,252,248,0.04K,0.00%
12/13/2016,252,245,252,245,47.34K,2.86%
12/12/2016,245,251.6,253,245,7.28K,-2.62%
12/09/2016,251.6,254,254.2,250,1.09K,-1.02%
12/08/2016,254.2,255,255,250,64.20K,-1.47%
12/07/2016,258,256,258,256,0.54K,0.78%
12/06/2016,256,255,256,255,0.37K,-0.78%
12/05/2016,258,258,258,258,0.05K,0.00%
12/02/2016,258,258.8,258.8,258,0.34K,-0.39%
12/01/2016,259,255,259,255,0.04K,1.57%
11/29/2016,255,259,259,255,0.57K,-1.54%
11/28/2016,259,253.8,259.8,253.8,0.18K,2.70%
11/25/2016,252.2,260,260,252.2,0.80K,-2.85%
11/24/2016,259.6,255.6,259.6,252.2,0.96K,1.49%
11/23/2016,255.8,255.8,255.8,255.8,0.16K,0.00%
11/22/2016,255.8,257,257,255.8,7.37K,-0.39%
11/21/2016,256.8,257.2,260,256.8,2.10K,-1.23%
11/18/2016,260,260,260,259.8,1.78K,0.00%
11/17/2016,260,261,261,260,0.17K,0.00%
11/16/2016,260,265,265,258,0.52K,-1.89%
11/15/2016,265,258,265,257,0.82K,2.71%
11/14/2016,258,258,258,257,2.26K,-0.77%
11/11/2016,260,260,260,259,0.10K,0.00%
11/10/2016,260,260,260,260,0.01K,0.00%
11/09/2016,260,260,262,260,0.11K,0.00%
11/08/2016,260,259,263,259,3.20K,1.25%
11/07/2016,256.8,262,262,256.8,0.43K,-1.98%
11/04/2016,262,261,263,258,0.28K,0.77%
11/03/2016,260,255,265,255,0.73K,0.00%
11/02/2016,260,265,265,260,0.53K,1.96%
10/28/2016,255,258.6,259,255,4.34K,-1.47%
10/27/2016,258.8,260,260,258,2.36K,-0.46%
10/26/2016,260,260,265,260,0.43K,0.00%
10/25/2016,260,260,261,260,3.04K,0.00%
10/24/2016,260,259.4,260,259.4,1.19K,0.00%
10/21/2016,260,260,265,260,0.92K,-2.91%
10/19/2016,267.8,260,267.8,260,2.26K,0.68%
10/18/2016,266,260,266,259.2,1.47K,2.31%
10/17/2016,260,260,260,260,0.34K,0.00%
10/14/2016,260,260,260,260,0.68K,0.00%
10/13/2016,260,260,267.6,260,0.95K,0.00%
10/12/2016,260,263,263,260,0.40K,-3.35%
10/11/2016,269,269,269,269,0.05K,0.00%
10/10/2016,269,269.4,269.4,260,0.42K,-0.22%
10/07/2016,269.6,260.8,269.8,260,2.17K,3.69%
10/06/2016,260,269.8,269.8,260,3.40K,0.00%
10/05/2016,260,269,269,260,2.15K,-3.70%
10/04/2016,270,265.6,272,262,2.97K,1.81%
10/03/2016,265.2,268.6,272,265.2,2.11K,-1.34%
09/30/2016,268.8,269.6,269.6,268.8,0.41K,-1.18%
09/29/2016,272,272,272,269.6,0.56K,0.00%
09/28/2016,272,269.2,272,269.2,0.27K,1.04%
09/27/2016,269.2,269.8,269.8,269.2,0.27K,-0.22%
09/26/2016,269.8,272,272,269.8,0.60K,-0.81%
09/23/2016,272,272,272,270,2.71K,0.00%
09/22/2016,272,270,272,270,0.33K,0.00%
09/21/2016,272,270,272,270,0.23K,0.37%
09/20/2016,271,272,272,268,60.41K,-0.37%
09/19/2016,272,273,274,270,4.10K,-0.15%
09/16/2016,272.4,272,274,272,6.27K,0.15%
09/15/2016,272,274,274,272,0.47K,-0.73%
09/14/2016,274,274,274,270,4.20K,0.00%
09/13/2016,274,274,274,272,0.58K,0.00%
09/09/2016,274,278.2,278.2,274,6.66K,-1.44%
09/08/2016,278,274,278,274,11.49K,2.89%
09/07/2016,270.2,274,274,270.2,2.02K,-0.59%
09/06/2016,271.8,275,275,271.8,0.17K,-0.07%
09/05/2016,272,275,275,272,26.41K,-2.09%
09/02/2016,277.8,273,277.8,273,0.80K,1.02%
09/01/2016,275,275.4,275.4,275,4.53K,-0.72%
08/31/2016,277,278,278,276,1.64K,0.00%
08/30/2016,277,278.4,278.4,275.4,2.18K,-0.36%
08/26/2016,278,278,280,278,9.11K,-0.36%
08/25/2016,279,280,280,279,0.40K,-0.36%
08/24/2016,280,278,282,278,0.71K,0.00%
08/23/2016,280,280,280,278,0.74K,0.00%
08/22/2016,280,277,280,277,0.14K,0.00%
08/19/2016,280,280,280,279,102.60K,0.00%
08/18/2016,280,280,283,277,61.16K,1.08%
08/17/2016,277,280,280,277,1.06K,-1.07%
08/16/2016,280,278,280,278,0.27K,0.72%
08/15/2016,278,279,279,278,0.42K,-0.29%
08/12/2016,278.8,280,280,278.8,21.87K,-0.43%
08/11/2016,280,281.2,281.2,278.8,0.10K,-0.36%
08/10/2016,281,283,283.2,280,11.94K,-0.78%
08/09/2016,283.2,281,283.2,281,4.64K,1.14%
08/08/2016,280,277.2,280,277,5.91K,1.16%
08/05/2016,276.8,278.2,282,276.2,23.20K,-1.49%
08/04/2016,281,282.2,282.2,278,1.22K,1.08%
08/03/2016,278,278,278.2,276,1.22K,0.36%
08/02/2016,277,282,282,276,3.20K,-2.12%
08/01/2016,283,282,284.6,279,2.03K,0.35%
07/29/2016,282,284,284,280,0.29K,0.71%
07/28/2016,280,280,286,280,16.36K,0.00%
07/27/2016,280,278,280,277,10.77K,0.72%
07/26/2016,278,279,279,278,0.87K,-0.36%
07/25/2016,279,279,279,278.8,1.87K,0.00%
07/22/2016,279,280,280,278,7.48K,-0.36%
07/21/2016,280,287,287,274,0.72K,-2.44%
07/20/2016,287,288.8,288.8,280,1.40K,-0.69%
07/19/2016,289,278,289,278,1.91K,3.96%
07/18/2016,278,278,278,276,1.37K,0.72%
07/15/2016,276,276,278,273.6,5.26K,0.00%
07/14/2016,276,272.4,276,272.4,10.38K,1.47%
07/13/2016,272,270.6,273,270.6,1.68K,0.59%
07/12/2016,270.4,270,270.4,267.2,11.42K,2.04%
07/11/2016,265,268,268,265,0.30K,-1.85%
07/08/2016,270,269,270,265,9.90K,0.45%
07/07/2016,268.8,269,269,268.8,0.21K,3.78%
07/05/2016,259,269,269,259,2.77K,-3.72%
07/04/2016,269,266,270,263,0.24K,1.51%
07/01/2016,265,264,265,264,0.81K,0.38%
06/30/2016,264,263,264,259.4,4.47K,1.93%
06/29/2016,259,263,263,259,0.95K,0.23%
06/28/2016,258.4,258,263,258,1.47K,-1.00%
06/27/2016,261,260,263,260,18.76K,0.38%
06/24/2016,260,262,262,258.6,9.38K,-0.08%
06/23/2016,260.2,260.2,262,260,4.84K,-0.69%
06/22/2016,262,261,262,260.2,13.46K,0.08%
06/21/2016,261.8,262.8,262.8,261,10.08K,0.31%
06/20/2016,261,260,262,260,5.43K,-1.51%
06/17/2016,265,261,265,260,1.18K,1.15%
06/16/2016,262,263,263,262,1.71K,0.00%
06/15/2016,262,265,265,262,0.22K,0.77%
06/14/2016,260,262,262,260,1.14K,-1.52%
06/13/2016,264,262,265,262,0.14K,0.76%
06/10/2016,262,262,262,262,2.13K,0.00%
06/09/2016,262,264,264,260,2.27K,-0.76%
06/08/2016,264,260,265,260,0.60K,1.54%
06/07/2016,260,264,264,260,5.55K,-0.76%
06/06/2016,262,264,264,262,1.72K,0.00%
06/03/2016,262,263,263,257,1.38K,-0.76%
06/02/2016,264,262.4,264,260,0.71K,0.61%
06/01/2016,262.4,261.8,262.4,260,1.98K,0.31%
05/31/2016,261.6,260,261.8,260,3.94K,0.38%
05/30/2016,260.6,262,262,260.6,1.39K,-0.53%
05/27/2016,262,265.6,265.6,262,0.91K,-1.13%
05/26/2016,265,264,270,264,2.82K,0.00%
05/25/2016,265,265,270,265,3.66K,0.00%
05/24/2016,265,270,270,265,1.16K,-1.85%
05/23/2016,270,269,270,269,0.09K,0.75%
05/20/2016,268,270,270,268,0.03K,-0.74%
05/19/2016,270,273,273,270,1.05K,0.00%
05/18/2016,270,273,274,270,3.86K,0.00%
05/17/2016,270,274,274,270,0.25K,-1.10%
05/16/2016,273,273,273,265.2,0.90K,-0.15%
05/13/2016,273.4,275,275,265,0.94K,0.00%
05/12/2016,273.4,275,275,273.4,1.10K,0.00%
05/11/2016,273.4,265,274.4,265,2.87K,3.17%
05/10/2016,265,260,273.8,260,0.80K,1.92%
05/06/2016,260,263,263,259,1.55K,-1.14%
05/05/2016,263,264,264,262,15.96K,-0.38%
05/04/2016,264,264,264,264,0.21K,0.76%
05/03/2016,262,267,267,262,0.55K,-1.87%
05/02/2016,267,266.2,270,260,2.79K,0.30%
04/29/2016,266.2,266.2,266.2,266.2,0.21K,-1.04%
04/28/2016,269,270,270,269,0.31K,0.00%
04/27/2016,269,273.8,273.8,269,0.55K,-0.37%
04/26/2016,270,273.8,273.8,269.2,2.56M,-1.39%
04/25/2016,273.8,270,273.8,269.2,0.66K,1.41%
04/22/2016,270,271,271,270,3.64K,-1.39%
04/21/2016,273.8,271,273.8,271,0.42K,1.41%
04/20/2016,270,274,274,270,0.15K,-1.46%
04/19/2016,274,271,274,271,32.83K,1.11%
04/18/2016,271,270.2,271,270,2.51K,0.22%
04/15/2016,270.4,271,271,270.4,0.19K,-0.22%
04/14/2016,271,275,275,271,1.30K,-1.45%
04/13/2016,275,273,275,270.4,0.45K,0.00%
04/12/2016,275,274,275,274,0.39K,1.78%
04/11/2016,270.2,280,280,270,8.77K,-3.50%
04/08/2016,280,284,284,275,6.71K,1.82%
04/07/2016,275,275,280,275,1.26K,-1.79%
04/06/2016,280,280,280,280,1.33K,-2.71%
04/05/2016,287.8,289,289,285,0.56K,6.12%
04/04/2016,271.2,284.8,284.8,270.2,0.71K,-1.38%
04/01/2016,275,284.8,284.8,270,1.43K,-3.44%
03/31/2016,284.8,287,288,284.8,25.44K,-1.45%
03/30/2016,289,285,290,285,14.96K,1.40%
03/29/2016,285,285,287,285,11.63K,-0.70%
03/28/2016,287,287,289.4,286,3.23K,0.00%
03/23/2016,287,288,288.2,286,2.58K,-0.03%
03/22/2016,287.09,291.25,291.25,282.33,16.55K,-1.02%
03/21/2016,290.06,288.28,290.26,288.28,13.76K,0.62%
03/18/2016,288.28,282.14,288.28,281.34,3.12K,2.18%
03/17/2016,282.14,281.34,282.33,279.36,1.57K,1.35%
03/16/2016,278.37,279.36,281.94,277.38,2.06K,0.36%
03/15/2016,277.38,276.39,278.37,276.39,4.58K,1.82%
03/14/2016,272.43,277.18,277.18,270.45,0.94K,0.00%
03/11/2016,272.43,267.48,272.43,267.48,0.27K,0.45%
